Назва продукту,"Всього, уп",Адреса клієнта-одержувача,Область України
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,1,"КА-42 м. Могилів-Подільський, вул. Стависька, 47",Вінницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,2,"КА-54 м. Ямпіль, вул. Свободи, 81/49-А",Вінницька
Крестор таб. в/о 10мг №28 (14х2) бліст.,2,"КА-54 м. Ямпіль, вул. Свободи, 81/49-А",Вінницька
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"КА-83 м. Ямпіль, вул. Сонячна, 17",Вінницька
Крестор таб. в/о 20мг №28 (14х2) бліст.,1,"КА-45 м. Шаргород, вул. Героїв Майдану, 268-Б",Вінницька
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",10,"КА-67 м. Жмеринка, вул. Б.Хмельницького, 4",Вінницька
Симбікорт турбух. пор. дл/інг. 320мкг+9мкг 60д,1,"КФ А-1 Житомирська обл., смт Ружин, Бурди, 49",Житомирська
Форксіга таб. в/о 10мг №30 (10х3) бліст.,2,"КА-73 смт Турбів, вул. Маяковського, 2",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"м. Калинівка, вул.Незалежності, 55",Вінницька
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",6,"КФ А-82 м. Козятин, вул. Грушевського, 23-А",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-40 м. Вінниця, вул. Хмельницьке шосе, 23",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-27 м. Вінниця, вул. Л. Ратушної, 24а",Вінницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,15,"Ф-103 м. Вінниця, вул. Хмельницьке шосе, 96-А",Вінницька
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",5,"Ф-2 м.Вінниця, вул.Героїв Сталінграда, 1",Вінницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,1,"Ф-9 м. Вінниця, вул. Князів Коріатовичів, 184",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Ф-108 м. Вінниця, вул. Келецкая, 105",Вінницька
Крестор таб. в/о 5мг №28 (14х2) бліст.,1,"Ф-142 м. Вінниця, вул. Келецкая, 122а",Вінницька
Крестор таб. в/о 40мг №28 (7х4) бліст.,3,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
Крестор таб. в/о 5мг №28 (14х2) бліст.,2,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
Ксігдуо Пролонг таб. в/о 5мг/1000мг №28(4х7)бліст.,3,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
Симбікорт турбух. пор. дл/інг. 320мкг+9мкг 60д,2,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
Золадекс капс. 3.6мг шприц-аплікатор №1,2,"Ф-105 м. Вінниця, вул. Пирогова, 46а",Вінницька
Комбогліза XR таб. в/о 5мг/1000мг №28 (7х4)бліст,1,"м. Вінниця, вул. Келецька, 66",Вінницька
Крестор таб. в/о 40мг №28 (7х4) бліст.,1,"м. Вінниця, вул. Келецька, 66",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м. Вінниця, вул. Келецька, 66",Вінницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,2,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",6,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
Беталок Зок таб. в/о 25мг №14,1,"КФ А-63 м.Тульчин, вул. Леонтовича, 96а",Вінницька
Беталок Зок таб. в/о 50мг №30,1,"КФ А-7 м.Тульчин, вул.Леонтовича, 108",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КА-71 с.Ободівка, вул.Криворучка, 1А",Вінницька
Крестор таб. в/о 5мг №28 (14х2) бліст.,1,"Ф-51 м. Вінниця, вул. 600-річчя, 32а",Вінницька
Беталок Зок таб. в/о 50мг №30,1,"Ф-40 м. Вінниця, вул. Хмельницьке шосе, 23",Вінницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,2,"Ф-40 м. Вінниця, вул. Хмельницьке шосе, 23",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-5 м.Вінниця, вул.Хмельницьке шосе, 105-В",Вінницька
Беталок Зок таб. в/о 25мг №14,1,"Ф-102 м. Вінниця, вул. Пирогова, 112-А",Вінницька
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"Ф-34 м. Вінниця, вул. Ю.Смірнова 23, / 1-й пр.Український, 6",Вінницька
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",1,"Ф-21 м. Вінниця, вул. Миколаївська, 2",Вінницька
Симбікорт турбух. пор. дл/інг. 320мкг+9мкг 60д,1,"Ф-17 м. Вінниця, вул. Нечая Д., 164-А",Вінницька
Пульмікорт турбухалер пор. д/інг.200мкг 100доз,1,"Ф-106 м. Вінниця, пр-т. Коцюбинського,35",Вінницька
Онгліза 5мг таб.№30,1,"м. Вінниця, пр-т Коцюбинського, 9, прим.58 ",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"КА-68 смт Оратів, вул. Героїв Майдану, 105А",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,2,"КФ А-58 м. Іллінці, вул. Європейська, 12",Вінницька
Ксігдуо Пролонг таб. в/о 5мг/1000мг №28(4х7)бліст.,1,"ул. Люстдорфская дорога 69-А, г. Одесса",Одеська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Одеса, вул.Заболотного академіка, 28, прим.183",Одеська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Одеська обл., Одеський р-н, с.Усатове, вул.Грушевського, 30",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Одеська обл., Одеський р-н, с.Усатове, вул.Грушевського, 30",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-12 м. Вінниця, вул. Київська, 68-а",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"КА-131 м.Жашків, вул.Благовісна, 2",Черкаська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"вул. Миколи Амосова 10, м. Шпола, Черкаська обл. Аптека №1",Черкаська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"КА-139 м. Умань, вул. Мазепи, 2А",Черкаська
Крестор таб. в/о 10мг №28 (14х2) бліст.,1,"КА-154 м.Кодима, вул.Соборна, 52",Одеська
Беталок Зок таб. в/о 25мг №14,1,"КА-121 Тернопільська обл., смт Микулинці, вул.Грушевського, 42",Тернопільська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Тернопільська обл., Тернопільський р-н, м.Тернопіль, просп.Злуки, 37, Аптека №2 ""Panacea""",Тернопільська
Беталок Зок таб. в/о 100мг №30,5,"0368 м. Київ, вул.Пшенична,16",
Беталок Зок таб. в/о 100мг №30,1,"м.Київ, вул.Естонська, 7",
Ксігдуо Пролонг таб. в/о 5мг/1000мг №28(4х7)бліст.,3,"м.Київ, вул.Івашкевича Ярослава, №6-8 А, Аптека №5 Калина	",
Ксігдуо Пролонг таб. в/о 5мг/1000мг №28(4х7)бліст.,3,"м.Київ, вул.Маршала Тимошенко, 21, корп.14, прим.№6",
Беталок Зок таб. в/о 50мг №30,1,"м. Сарни, вул.Белгородська, 31",Рівненська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"смт Рокитне, вул.Незалежності, 6",Рівненська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"КФ А-22 м.Чуднів, вул.Героїв Майдану, 167-Б/2",Житомирська
Беталок Зок таб. в/о 50мг №30,1,"КФ А-109 Житомирська обл., Баранівський р-н, м.Баранівка, вул.Соборна, 2-А",Житомирська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",5,"м. Бар, вул. Героїв Майдану, 32",Вінницька
Беталок Зок таб. в/о 25мг №14,1,"КА-66 м. Бар, вул. Каштанова, 5, прим.1",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"вул. пр.Матросова, 30, Кам'янець-Подільський, Хмельницька обл.",Хмельницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,1,"КФ А-98 м. Хмільник, проспект Свободи, 4",Вінницька
